lda_1,lda_2,lda_3,lda_4,class
-2.0571372029834105,0.9697722491795021,0.30943437498367493,0.22538435347475924,0
-1.8813489974735247,0.9673314878597726,-0.07585139192751104,-0.06576869565863071,0
-2.063605725485951,1.088297391185671,-0.18614312122636573,-0.10855059600377145,0
-2.017505972716727,1.0971066249549828,-0.18939618120253746,-0.009764628078581498,0
-2.1838550580820226,1.0011612947328212,-0.011021795939106556,-0.12385325557284738,0
-2.004313066987753,0.9544922782115348,-0.14600487705742257,-0.2811411062134934,0
-2.168315464671449,0.8925480345207291,-0.29032521004861533,-0.013896165745586395,0
-2.2193107827580127,1.044777326850445,0.07338946166629433,0.26129873629171346,0
-2.2342443277138138,1.0969601906644328,0.10976229443047912,0.12155020405424202,0
-1.7773172022664578,1.0705260158929943,-0.04580686349379416,0.043391566874686656,0
-1.941999305610598,1.0248008795246681,-0.4349142811042949,0.06500483953115702,0
-2.3648599772513514,0.8663161157236565,-0.029730328874921316,0.14255381342570755,0
-2.1563180470300054,1.0527836910107997,-0.08878165730373631,0.07191816438114612,0
-2.431333755040915,0.9243675970561503,-0.23435996714734636,0.2049377627220268,0
-2.557710183296498,0.9334203773676071,-0.10443022266982148,0.20424881718250715,0
-1.9521863411671556,1.0291180134215911,-0.03508376958863342,0.1493584389839712,0
-2.082333714905011,1.0442641747430146,-0.13160072764343736,0.005818157678064237,0
-1.8222069354754369,1.094045085465397,0.0040021782248032415,0.14221013987709422,0
-2.187942332875756,1.0593191904673447,-0.2493349813053126,0.08255775753962614,0
-2.153927878623149,0.9984768924412812,-0.26999601644300425,0.12662145745544545,0
-1.941126504125955,1.092706806077082,-0.09650323556195602,-0.011819941199302674,0
-2.269075776324975,0.993139825845627,0.14342680040198164,0.2736960663235314,0
-2.0638660417397157,1.0290738712939416,-0.2529880826717549,0.09674223572420583,0
-2.20163980292244,0.9925506568014713,-0.42999384430780063,-0.42593449736195504,0
-1.3648437904821937,1.081479674377526,-0.36788360893780275,-0.12321902504273263,0
-2.116122974284716,1.0179480505167722,-0.381879005235652,0.4485917700551569,0
-2.1829776647858727,1.0023183973205065,-0.1785963192996754,-0.12907166926001173,0
-1.827304376944031,1.009431975313962,-0.19832412065871988,-0.2451128869012506,0
-2.0761428754284346,0.9994086002198588,-0.054601693554214195,0.19688551504712548,0
-2.0840413884145463,0.9052625623652681,-0.07019085542326918,-0.23122391348493165,0
-1.8858293287930354,1.0437083289143398,-0.3016223180588739,-0.09854515586495668,0
-1.8825084047160259,1.0428271005550944,-0.3332199264964413,-0.1184632466913297,0
-2.086450793172952,0.847399869507636,0.06445898461849171,-0.3170292366619682,0
-2.0527443671208174,0.9942508095887606,-0.09900669518915782,0.19459408826980473,0
-2.3824231464334655,0.9500011412967073,-0.30718398237134154,0.14158505767587412,0
-2.036050675840189,0.9526717166210077,-0.3034214333922457,-0.40602515843488174,0
-2.300003321345715,1.0160900579012822,-0.2499070180157244,0.6848029657355846,0
-2.3585243697964713,1.034950874523785,-0.40705427067865907,0.5795659429928967,0
-2.2821007513909155,1.0650064811405697,0.25716533587467577,0.19436564207815002,0
-2.04584641835427,1.0262767904509165,-0.5312420087119915,0.0054011786492924345,0
-2.4349349533632956,0.8559563705531301,-0.38638639147028087,0.5723355029827211,0
-2.232228289934081,0.9319745963819959,0.1140907920619376,-0.1983104664654357,0
-2.137165436258779,1.014060873910822,-0.0886039143138231,0.27961063280867215,0
-2.137800781238566,0.942961079580414,-0.22884471388910588,-0.004540985507373371,0
-2.136709666659098,0.796326097166392,-0.5422479767530849,0.128877694261823,0
-2.1732616539596727,0.9623954947672431,0.17815926620939138,0.39820427614390375,0
-2.199209212614177,0.9923038480584618,-0.22294202537370897,0.4670574420751974,0
-2.3023627706262055,0.9851454936758941,-0.37830362156611314,-0.07652161447130383,0
-2.0444640774797938,1.0510919081378902,0.2728354595220754,0.37720601097585904,0
-1.623186798230153,1.070014870924205,-0.3814184073781047,0.049105865952930025,0
-2.3497647683786664,0.9925280401833627,0.11647515797163267,-0.2177698107602386,0
-2.2474682695803256,1.010757424852627,-0.2933909695170489,-0.3354227086458788,0
-1.882518965005496,1.0573735737511414,-0.18690273639318708,0.1647478822459676,0
-1.9117261282489895,1.0163557737945612,-0.008069706633054381,0.10880560916404355,0
-2.02926397859737,1.0742435066893823,-0.029466207699094984,-0.039779460612997836,0
-2.1920517049768358,0.9931614165235438,-0.3309337008562431,0.13035279636746555,0
-2.070874871267988,1.043489292921517,-0.07302888123816949,-0.08397891249529248,0
-2.295256951026714,0.9207712715445024,-0.1061821054803677,0.3045437502840882,0
-2.4603183738701833,0.8040951136315442,-0.31463697907100757,0.022146081123262842,0
-1.916867415346992,0.9901084780611294,-0.04092730306153673,-0.007157441375466434,0
-2.3337937225779752,0.9091603703355264,-0.01888375436708932,-0.06260607614893841,0
-2.1114210026974654,1.1245712942778694,-0.06134105800676799,0.2214457876268055,0
-1.9472942850319959,0.9461220466763536,-0.518965208150394,0.164392745617411,0
-2.01980317743861,0.8700259226964328,-0.19414510018518566,-0.029010366287135797,0
-2.2809919250822057,0.9948349391729276,-0.13755923399117162,-0.022089347732379572,0
-2.2144942455106964,0.8955957442656998,0.05215309232819966,0.24050153079038425,0
-1.7511632539061792,0.9165343342973707,-0.2151951759853969,-0.44965463876837675,0
-1.9831634753750391,0.9263883292757752,-0.45058958382393544,0.12605336408533202,0
-1.8972224016223573,1.049709601616778,-0.4064143193928328,-0.26343414721688596,0
-1.8638606253952321,1.0022793454396677,-0.3174420156003518,0.2856129792670381,0
-2.130583886205802,0.9608070982617577,-0.35542168894572057,-0.09166969538073386,0
-1.9374332240553738,1.0035268036921687,-0.12921669185821616,0.40556771055838964,0
-2.099163108535906,0.8568122170205091,-0.07632540336953862,-0.1791477445448252,0
-2.2322488354611587,1.0460948266786363,0.04879175158324457,0.29797113702718464,0
-2.363217316354216,0.9293409802888563,-0.08446968717046706,-0.15977119988379326,0
-2.193502163179874,0.9676287464974251,-0.40883575404525424,-0.30366250562374497,0
-2.3175666052071544,0.9474468752001409,-0.6381553969852164,-0.3061181063592188,0
-2.170866333386298,0.9788648188688203,-0.3224473080415213,-0.5857329970342227,0
-2.5094735685842,0.7312186419299586,-0.48269056039435626,-0.47405083661973735,0
-1.6688336612735968,1.011135686845076,-0.031037704755903714,-0.2582152167447509,0
-1.9392529096114204,1.0974271168642227,-0.22130750335003424,-0.18883877037776908,0
-2.6012868281090005,0.8110212108701547,-0.5577227413155026,0.082800385941309,0
-1.8987770471994057,0.991798079082444,-0.16051214742783204,-0.13685586100661445,0
-2.2049465221566766,0.9204999026956168,-0.24953021300027844,0.3233455764965571,0
-2.2564583208112543,1.05973720283334,-0.7028691185959336,0.055485874442785306,0
-2.0939512442345056,1.0408893871138338,-0.17423175212059197,0.06446313342837826,0
-1.9634063673208777,1.0259355557708212,-0.21687403211867823,-0.08427753379927753,0
-1.8821504128647548,1.0823766574355538,-0.03707355563409222,-0.22760830205454752,0
-2.111081943413841,1.1262478571757442,-0.37926486294162315,-0.25688205700058936,0
-1.945947756016853,1.0619282749697698,-0.3014433791127943,-0.18102186874641868,0
-2.2808692299087987,0.9716753042814175,-0.18786526263141856,0.1021535307551452,0
-1.8954312466897896,1.0365183959178599,-0.08445013213800369,-0.3544655067387266,0
-1.772561829667098,0.9728849224565659,-0.41290395327759166,0.17122731716755327,0
-2.0569716719679865,1.0188193947970172,-0.1431596588195021,0.17132716485729482,0
-2.1967533418239484,0.9535564195496908,0.10477565420431491,0.06406136363667782,0
-2.0543944380704593,0.9947530304074236,-0.2541823443880063,0.1993549584524555,0
-2.204972055204314,0.9509143965014142,-0.49387663689423505,-0.45900998955075845,0
-2.2078206616976646,1.0509811346934648,-0.3810466886031862,-0.07291228642045125,0
-2.172161037434125,1.0238460623334513,0.05640713607557539,0.2788322964047788,0
-1.9772858702709684,1.1617416330671244,-0.2575447231352155,0.12362974516584119,0
-2.416625471298491,0.8860265598184591,-0.10923150180459805,-0.0001368187323191791,0
-2.09728942918972,1.0153951588398231,-0.36036410609049524,-0.1584428416393548,0
